file_name,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
F1196_05_1_L.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
F1196_05_1_M.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
F1196_06_1_H.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1196_06_1_L.png,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
F1196_06_1_M.png,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
F1196_07_1_H.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F1196_07_1_L.png,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
F1196_07_1_M.png,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F1197_01_1_H.png,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0
F1197_01_1_L.png,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0
F1197_01_1_M.png,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0
F1197_02_1_H.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1197_02_1_L.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1197_02_1_M.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1197_03_1_H.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
F1197_03_1_L.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F1197_03_1_M.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
F1197_04_1_H.png,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F1197_04_1_L.png,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
F1197_04_1_M.png,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
F1197_05_1_H.png,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
F1197_05_1_L.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
F1197_05_1_M.png,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
F1197_06_1_H.png,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
F1197_06_1_L.png,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1
F1197_06_1_M.png,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
F1197_07_1_H.png,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
F1197_07_1_L.png,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
F1197_07_1_M.png,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
F1198_01_1_H.png,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0
F1198_01_1_L.png,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0
F1198_01_1_M.png,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0
F1198_02_1_H.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1198_02_1_L.png,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
F1198_02_1_M.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
F1198_03_1_H.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F1198_03_1_L.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F1198_03_1_M.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F1198_04_1_H.png,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
F1198_04_1_L.png,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
F1198_04_1_M.png,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
F1198_05_1_H.png,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
F1198_05_1_L.png,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
F1198_05_1_M.png,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
F1198_06_1_H.png,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
F1198_06_1_L.png,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
F1198_06_1_M.png,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
F1198_07_1_H.png,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
F1198_07_1_L.png,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1
F1198_07_1_M.png,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1
F1199_01_1_H.png,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
F1199_01_1_L.png,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1
F1199_01_1_M.png,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0
F1199_02_1_H.png,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
F1199_02_1_L.png,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
F1199_02_1_M.png,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
F1199_03_1_H.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F1199_03_1_L.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F1199_03_1_M.png,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
F1199_04_1_H.png,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0
F1199_04_1_L.png,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F1199_04_1_M.png,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
F1199_05_1_H.png,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
F1199_05_1_L.png,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
F1199_05_1_M.png,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
F1199_06_1_H.png,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
F1199_06_1_L.png,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
F1199_06_1_M.png,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
F1199_07_1_H.png,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1
F1199_07_1_L.png,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
F1199_07_1_M.png,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
F1200_01_1_H.png,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1
F1200_01_1_L.png,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0
F1200_01_1_M.png,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1
F1200_02_1_H.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
F1200_02_1_L.png,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
F1200_02_1_M.png,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
F1200_03_1_H.png,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
F1200_03_1_L.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F1200_03_1_M.png,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
F1200_04_1_H.png,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
F1200_04_1_L.png,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0
F1200_04_1_M.png,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1
F1200_05_1_H.png,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
F1200_05_1_L.png,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0
F1200_05_1_M.png,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0
F1200_06_1_H.png,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0
F1200_06_1_L.png,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0
F1200_06_1_M.png,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0
F1200_07_1_H.png,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0
F1200_07_1_L.png,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0
F1200_07_1_M.png,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1
F1201_01_1_H.png,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0
F1201_01_1_L.png,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0
F1201_01_1_M.png,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0
F1201_02_1_H.png,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1
F1201_02_1_L.png,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
F1201_02_1_M.png,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
F1201_03_1_H.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
F1201_03_1_L.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F1201_03_1_M.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F1201_04_1_H.png,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1
F1201_04_1_L.png,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1
F1201_04_1_M.png,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0
F1201_05_1_H.png,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
F1201_05_1_L.png,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
F1201_05_1_M.png,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
F1201_06_1_H.png,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
F1201_06_1_L.png,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1
F1201_06_1_M.png,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1
F1201_07_1_H.png,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
F1201_07_1_L.png,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
F1201_07_1_M.png,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
F1202_01_1_H.png,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0
F1202_01_1_L.png,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0
F1202_01_1_M.png,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
F1202_02_1_H.png,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0
F1202_02_1_L.png,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
F1202_02_1_M.png,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0
F1202_03_1_H.png,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
F1202_03_1_L.png,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0
F1202_03_1_M.png,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0
F1202_04_1_H.png,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
F1202_04_1_L.png,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1
F1202_04_1_M.png,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1
F1202_05_1_H.png,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0
F1202_05_1_L.png,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0
F1202_05_1_M.png,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1
F1202_06_1_H.png,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
F1202_06_1_L.png,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0
F1202_06_1_M.png,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0
F1202_07_1_H.png,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1
F1202_07_1_L.png,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1
F1202_07_1_M.png,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1
F1203_01_1_H.png,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
F1203_01_1_L.png,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
F1203_01_1_M.png,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
F1203_02_1_H.png,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
F1203_02_1_L.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
F1203_02_1_M.png,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
F1203_03_1_H.png,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
F1203_03_1_L.png,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
F1203_03_1_M.png,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
F1203_04_1_H.png,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
F1203_04_1_L.png,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
F1203_04_1_M.png,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0
F1203_05_1_H.png,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
F1203_05_1_L.png,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
F1203_05_1_M.png,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
F1203_06_1_H.png,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
F1203_06_1_L.png,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0
F1203_06_1_M.png,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
F1203_07_1_H.png,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1
F1203_07_1_L.png,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0
F1203_07_1_M.png,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
F1204_01_1_H.png,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0
F1204_01_1_L.png,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0
F1204_01_1_M.png,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0
F1204_02_1_H.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
F1204_02_1_L.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1204_02_1_M.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
F1204_03_1_H.png,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
F1204_03_1_L.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F1204_03_1_M.png,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
F1204_04_1_H.png,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1
F1204_04_1_L.png,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
F1204_04_1_M.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
F1204_05_1_H.png,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
F1204_05_1_L.png,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
F1204_05_1_M.png,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
F1204_06_1_H.png,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
F1204_06_1_L.png,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
F1204_06_1_M.png,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1
F1204_07_1_H.png,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
F1204_07_1_L.png,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
F1204_07_1_M.png,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1
F1205_01_1_H.png,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0
F1205_01_1_L.png,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0
F1205_01_1_M.png,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0
F1205_02_1_H.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
F1205_02_1_L.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1205_02_1_M.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
F1205_03_1_H.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F1205_03_1_L.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F1205_03_1_M.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F1205_04_1_H.png,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
F1205_04_1_L.png,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
F1205_04_1_M.png,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1
F1205_05_1_H.png,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
F1205_05_1_L.png,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0
F1205_05_1_M.png,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
F1205_06_1_H.png,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1
F1205_06_1_L.png,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1
F1205_06_1_M.png,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
F1205_07_1_H.png,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
F1205_07_1_L.png,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1
F1205_07_1_M.png,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
F1206_01_1_H.png,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0
F1206_01_1_L.png,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0
F1206_01_1_M.png,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1
F1206_02_1_H.png,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
F1206_02_1_L.png,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
F1206_02_1_M.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
F1206_03_1_H.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
F1206_03_1_L.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
F1206_03_1_M.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
F1206_04_1_H.png,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
F1206_04_1_L.png,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1
F1206_04_1_M.png,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0
F1206_05_1_H.png,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
F1206_05_1_L.png,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
